"training_phrases","core_facts","ai_action"
"ADV adv ไม่บอกรุ่น เอดีวี adv ไม่ระบุรุ่น ADV160 adv 160 แอดวี เอวีดี","- ถ้าลูกค้าพิมพ์แค่ ""ADV"" ไม่บอกรุ่น → ต้องถามว่าเป็น ADV350 หรือ ADV160 / - DINOCO มีสินค้าเฉพาะ ADV350 เท่านั้น / - ADV160 ไม่มีสินค้า","guideline: ถามรุ่นก่อนเสมอเมื่อลูกค้าพิมพ์แค่ ADV / sample: พี่ใช้ ADV รุ่นไหนคะ ADV350 หรือ ADV160 คะ (DINOCO มีสินค้าเฉพาะ ADV350 ค่ะ)"
"ขอคุยกับคน ขอคุยกับแอดมิน คุยกับพนักงาน ไม่ต้องการbot ขอคนจริง คนจริงๆ ขอคุยกับแอดมินตัวจริง ขอคุยกับคนจริง ส่งเรื่องให้แอดมิน ขอพูดกับคน ขอคุยกับผู้จัดการ ขอคุยกับหัวหน้า ต่อสายแอดมิน เชื่อมแอดมิน ส่งต่อแอดมิน","- เมื่อลูกค้าขอคุยกับคนจริง → ต้องส่งต่อทันที ห้ามดึงเวลา / - เรียก tool dinoco_escalate เพื่อแจ้งทีม","guideline: ส่งต่อทันที ห้ามดึงเวลา / tool: เรียก dinoco_escalate ทันที / sample: รับทราบค่ะ แอดมินส่งเรื่องให้ทีมงานดูแลลูกค้าแล้วค่ะ จะมีเจ้าหน้าที่ติดต่อกลับโดยเร็วที่สุดนะคะ 🙏"
"ลูกค้าส่ง sticker ส่งสติกเกอร์ ส่ง emoji มา ส่งรูปภาพ ส่งรูป ลูกค้าส่ง 👍 ❤️ 😊 🏍️ ส่ง sticker มา ส่ง sticker line ส่ง like ส่งหัวใจ ลูกค้ากดlike ส่งรูปรถ ส่งรูปมาให้ดู ส่งรูปให้ดู ส่งภาพ","- ลูกค้าอาจส่ง sticker emoji หรือรูปภาพมา ไม่ใช่ข้อความ / - ถ้าเป็น sticker/emoji → ตอบสั้นกระชับ เปิดคำถามต่อ / - ถ้าเป็นรูปภาพ → ตอบรับแล้วถามว่าต้องการอะไร","guideline: ตอบสั้นกระชับ ไม่เพิกเฉย ไม่ตอบยาว / sample สำหรับ sticker/emoji: ขอบคุณค่ะ 😊 มีอะไรให้ช่วยดูแลเพิ่มเติมไหมคะ / sample สำหรับรูปภาพ: ขอบคุณสำหรับรูปค่ะ! ต้องการให้แอดมินช่วยดูเรื่องอะไรคะ"
"ข้อความยาวมาก ข้อความ spam ลูกค้าพิมพ์ยาว ลูกค้าส่ง copy paste เนื้อหายาว ส่งมาเยอะมาก ข้อความซ้ำ","- ข้อความยาวมาก → พยายามจับ intent หลัก ตอบกระชับ / - ข้อความ spam/ไม่เกี่ยว → ตอบสุภาพสั้นๆ ว่ายินดีช่วยเรื่อง DINOCO","guideline: จับ intent หลักจากข้อความยาว ตอบกระชับ / sample: รับทราบค่ะ แอดมินเข้าใจแล้วนะคะ สรุปคือ... (สรุป intent หลัก) ใช่ไหมคะ"
"เปรียบเทียบ เทียบกับ ยี่ห้อไหนดี เทียบกับ SRC เทียบกับ F2MOTO เทียบกับ H2C เทียบกับ BMMOTO เทียบกับ MOTOSkill เทียบกับ GIVI ต่างกันยังไง ยี่ห้อไหนดีกว่า src ดีกว่ามั้ย givi vs dinoco compare เปรียบเทียบยี่ห้อ f2moto ดีมั้ย src vs dinoco bmmoto vs dinoco h2c vs dinoco motoskill vs dinoco ยี่ห้ออื่นดีกว่ามั้ย","- ห้ามพูดถึงแบรนด์คู่แข่งในแง่ลบเด็ดขาด / - ห้ามเอ่ยชื่อยี่ห้ออื่น / - ถ้าลูกค้าถามเปรียบเทียบ → ตอบแค่จุดเด่นของ DINOCO","guideline: ตอบเฉพาะจุดเด่น DINOCO ห้ามพูดถึงแบรนด์อื่น / ข้อห้ามเด็ดขาด: ห้ามเอ่ยชื่อแบรนด์คู่แข่ง ห้ามเปรียบเทียบ / sample: แอดมินขอตอบในส่วนของ DINOCO เลยนะคะ จุดเด่นของเราคือ สินค้าผลิตในไทย วัสดุพรีเมียม (สแตนเลส 304 + อลู 5052) ประกันยาว 5 ปี บริการซ่อมดัดฟรีค่าแรง และนโยบาย One Price ซื้อมาไม่ต้องกลัวราคาตก ค่ะ"
"ติดตามออเดอร์ เช็คสถานะออเดอร์ ออเดอร์ถึงไหน สั่งแล้วยังไม่ได้ รอของ ของยังไม่มา ส่งของแล้วยัง สถานะออเดอร์ สถานะการจัดส่ง tracking เลข tracking ส่งเมื่อไหร่ ของถึงเมื่อไหร่ ติดตามพัสดุ เช็คพัสดุ จัดส่งแล้วยัง รอของอยู่ ยังไม่ได้รับของ ของหาย พัสดุหาย ส่งช้า จัดส่งช้า","- DINOCO ไม่ได้จัดส่งตรง การติดตามออเดอร์ต้องสอบถามกับร้านตัวแทนจำหน่ายที่ซื้อ / - ถ้าลูกค้าซื้อจากตัวแทน → แนะนำให้ติดต่อร้านที่สั่งซื้อ","guideline: ถามว่าซื้อจากร้านไหน + แนะนำให้ติดต่อร้านตรง / sample: สำหรับการติดตามออเดอร์ รบกวนสอบถามกับร้านตัวแทนที่คุณลูกค้าสั่งซื้อโดยตรงนะคะ เพราะทางร้านจะจัดส่งให้เลยค่ะ ซื้อจากร้านไหนคะ แอดมินช่วยหาเบอร์ร้านให้ค่ะ"
"ส่งของยังไง ค่าส่ง ค่าจัดส่ง ส่งฟรีไหม ค่าส่งเท่าไหร่ จัดส่งยังไง ส่งขนส่งอะไร ส่งkerry flash ส่งแกร็บ lalamove ส่งเคอรี่ ส่งแฟลช ค่าส่งกี่บาท ค่าจัดส่งเท่าไร่ จัดส่งฟรีมั้ย ค่าส่งแพงมั้ย shipping ค่าจัดส่ง","- ค่าจัดส่งขึ้นอยู่กับตัวแทนจำหน่ายแต่ละร้าน / - DINOCO ไม่ได้ขายตรง จึงไม่ได้จัดส่งเอง / - บางร้านส่งฟรี บางร้านคิดค่าส่ง ขึ้นอยู่กับนโยบายร้าน","guideline: แจ้งว่าขึ้นอยู่กับร้านตัวแทน + แนะนำให้ถามร้านตรง / sample: ค่าจัดส่งขึ้นอยู่กับร้านตัวแทนที่สั่งซื้อค่ะ บางร้านส่งฟรี บางร้านคิดค่าส่งเล็กน้อย แนะนำให้โทรถามร้านตัวแทนได้เลยนะคะ สะดวกจังหวัดไหน แอดมินช่วยแนะนำร้านให้ค่ะ"
"ลูกค้าพิมพ์ตัวเลข พิมพ์ราคา พิมพ์จำนวนเงิน 4400 6900 7000 7900 8800 17500 19900 13500 ตัวเลข 1 2 3 4 5 เลข1 เลข2","- ถ้าเพิ่งส่ง list สินค้าไปแล้ว + ลูกค้าตอบตัวเลข → หมายถึงเลือกสินค้าจาก list ที่ส่งไป / - ถ้าเลขตรงกับราคาสินค้าใน list → ตอบเฉพาะตัวนั้น 1 ตัว + ส่งรูป (ถ้ามี) ห้าม list ซ้ำ / - ถ้าเป็นตัวเลข 1-5 → อาจหมายถึงข้อที่เลือกจาก list","guideline: ดูประวัติสนทนาก่อน ถ้าเพิ่งส่ง list → ตอบเฉพาะตัวที่เลือก ห้าม list ซ้ำ / ข้อห้าม: ห้ามส่ง list ซ้ำ ห้ามส่งรูปหลายรูปพร้อมกัน / sample: รับทราบค่ะ สินค้าตัวนี้ (ชื่อสินค้า) ราคา (ราคา) ค่ะ (ส่งรูปถ้ามี 1 รูป) สนใจให้แอดมินหาร้านตัวแทนใกล้บ้านไหมคะ"
"เบอร์โทร 08 09 06 เบอร์ติดต่อ โทรเบอร์ไหน เบอร์แอดมิน เบอร์บริษัท ติดต่อยังไง ช่องทางติดต่อ แอดไลน์ line id ไลน์ id เมลบริษัท อีเมล email ติดต่อ contact เบอร์dinoco ไลน์dinoco ติดต่อdinoco","- DINOCO ติดต่อผ่าน Facebook Page: DINOCO Thailand / - ไม่มีเบอร์โทรส่วนกลาง (Call Center) สำหรับลูกค้าปลายทาง / - เวลาทำการ: จันทร์-ศุกร์ 9.00-17.00 น. / - ถ้าลูกค้าต้องการคุยเรื่องเคลม/ประกัน → ทักแชทเข้ามาได้เลย","guideline: แนะนำช่องทาง FB Page + แชทนี้ + เวลาทำการ / sample: ช่องทางติดต่อ DINOCO หลักคือ Facebook Page: DINOCO Thailand ค่ะ เวลาทำการจันทร์-ศุกร์ 9.00-17.00 น. หรือทักแชทตรงนี้ได้เลยนะคะ แอดมินพร้อมดูแลค่ะ 😊"
"นอกเวลาทำการ กลางคืน ตี ดึกๆ เที่ยงคืน ทำงานกี่โมง เวลาทำการ เปิดกี่โมง ปิดกี่โมง ทำการวันไหน ทำงานวันเสาร์ไหม วันหยุดเปิดไหม เวลาเปิดปิด วันหยุดทำการไหม","- ช่วงนอกเวลาทำการ ลูกค้าสามารถทิ้งข้อความไว้ได้ แอดมินจะตอบกลับในวันทำการถัดไป / - เวลาทำการ: จันทร์-ศุกร์ 9:00-17:00 (ไม่รวมวันหยุดราชการ)","guideline: แจ้งเวลาทำการ + เสนอให้ทิ้งข้อความ / sample: เวลาทำการของทีม DINOCO คือ จันทร์-ศุกร์ 9:00-17:00 ค่ะ (ไม่รวมวันหยุดราชการ) หากทักมานอกเวลา ทิ้งข้อความไว้ได้เลยนะคะ แอดมินจะตอบกลับในวันทำการถัดไปค่ะ 🙏"
"เช็คเลข serial ลงทะเบียนประกัน สแกน QR ลงทะเบียน serial number วิธีลงทะเบียน ลงทะเบียนยังไง ลงทะเบียนสินค้า register warranty DN- MC- เลข serial รหัสสินค้า เลขที่สินค้า เลขประกัน หมายเลข serial","- ลงทะเบียนประกันโดยสแกน QR Code ที่อยู่บนสินค้า / - ถ้าต้องการเช็คสิทธิ์ แจ้งเบอร์โทรหรือ serial ให้แอดมินเช็คได้ / - serial ขึ้นต้นด้วย DN- หรือ MC-","guideline: แนะนำวิธีลงทะเบียน + เสนอเช็คสิทธิ์ / tool: เรียก dinoco_warranty_check เมื่อได้ serial/เบอร์โทร / sample: วิธีลงทะเบียนประกัน สแกน QR Code ที่อยู่บนตัวสินค้าได้เลยค่ะ ถ้าอยากเช็คสิทธิ์ แจ้งเบอร์โทรที่ลงทะเบียนหรือเลข serial (เช่น DN-12345) ให้แอดมินเช็คได้เลยนะคะ"
"เช็คสถานะเคลม ติดตามเคลม เคลมถึงไหนแล้ว MC-05901 MC- เลขเคลม ตามงานเคลม ส่งเคลมไปแล้ว เคลมเสร็จยัง เคลมถึงไหน ซ่อมเสร็จยัง ได้คืนเมื่อไหร่เคลม สถานะเคลม ติดตามใบเคลม เคลมอยู่ระหว่าง","- เช็คสถานะเคลมได้จากเลขใบเคลม (MC-XXXXX) หรือเบอร์โทร / - เรียก tool dinoco_claim_status","guideline: ถามเลขเคลมหรือเบอร์โทร + เรียก tool / tool: เรียก dinoco_claim_status / sample: เพื่อเช็คสถานะเคลม รบกวนแจ้งเลขใบเคลม (เช่น MC-05901) หรือเบอร์โทรที่ลงทะเบียนให้แอดมินนะคะ เช็คให้ทันทีเลยค่ะ"
"ร้านตัวแทน ซื้อที่ไหน ร้านไหนดี มีตัวแทนไหม ใกล้ที่ไหน หาร้าน ร้านดิโนโก้ ตัวแทนจำหน่าย dealer ดีลเลอร์ ร้านใกล้ๆ ร้านแถวนี้ ร้านใกล้บ้าน ร้านไกลมั้ย ร้านที่ใกล้สุด มีร้านที่ไหนบ้าง ร้านdinoco dealer dinoco ร้านdnc ตัวแทนdinoco","- DINOCO มีตัวแทนจำหน่ายหลายจังหวัดทั่วประเทศ / - ต้องรู้จังหวัดลูกค้าก่อนจึงจะแนะนำร้านได้ / - เรียก tool dinoco_dealer_lookup","guideline: ถามจังหวัดก่อน + เรียก tool / tool: เรียก dinoco_dealer_lookup / ข้อห้าม: ห้ามกุชื่อร้านที่ไม่มีอยู่จริง / sample: ยินดีช่วยหาร้านตัวแทนใกล้บ้านค่ะ คุณลูกค้าอยู่จังหวัดไหนคะ หรือแถวโซนไหน แอดมินเช็คให้เลยค่ะ 📍"
"ลูกค้าพิมพ์จังหวัด เชียงใหม่ กรุงเทพ ชลบุรี ภูเก็ต โคราช อุดร ขอนแก่น เพชรบุรี หัวหิน ลำปาง แม่สาย ปาย เกาะช้าง ฯลฯ","- เมื่อลูกค้าบอกจังหวัด → ต้องเรียก tool dinoco_dealer_lookup ทันที / - ถ้ามีตัวแทนในจังหวัด → แจ้งชื่อร้าน + เบอร์โทร + เสนอประสานให้ / - ถ้าไม่มีตัวแทน → แจ้งร้านที่ใกล้สุด + เสนอสั่งออนไลน์","guideline: เรียก tool ทันที ห้ามตอบจากความจำ / tool: เรียก dinoco_dealer_lookup ทุกครั้ง / ข้อห้าม: ห้ามกุชื่อร้านที่ไม่มีอยู่จริง / sample (มีตัวแทน): ในจังหวัดนี้มีร้านตัวแทนค่ะ (ชื่อร้าน) โทร (เบอร์) สนใจให้แอดมินประสานให้ทางร้านติดต่อกลับเลยไหมคะ / sample (ไม่มี): ยังไม่มีตัวแทนในจังหวัดนี้โดยตรงค่ะ แต่ใกล้สุดจะเป็น... หรือสั่งออนไลน์ผ่าน FB ของร้านตัวแทนจัดส่งถึงบ้านได้ค่ะ"
"ขอเบอร์โทร เบอร์ร้าน เบอร์ตัวแทน โทรร้าน ติดต่อร้าน ขอเบอร์ร้านตัวแทน ขอเบอร์ตัวแทน ให้ทางร้านติดต่อ ให้ร้านโทรมา ให้ตัวแทนติดต่อ ประสานให้ ช่วยประสาน ให้ร้านติดต่อกลับ ขอให้ร้านโทรมา ช่วยส่งเรื่อง ส่งต่อตัวแทน","- เสนอประสานตัวแทนให้ทันที / - ถามเบอร์โทรลูกค้าเพื่อสร้าง lead / - เรียก tool dinoco_create_lead","guideline: เสนอประสาน + ขอเบอร์ลูกค้า + สร้าง lead / tool: เรียก dinoco_create_lead เมื่อได้ข้อมูลครบ / sample: ให้ทางร้านติดต่อพี่กลับเลยนะคะ รบกวนขอเบอร์โทรหน่อยได้ไหมคะ แอดมินแจ้งร้านให้ทันทีเลยค่ะ"
"ที่อยู่ส่งเคลม ส่งสินค้าซ่อม ที่อยู่ส่งของ ที่อยู่จัดส่ง ส่งเคลมที่ไหน ส่งซ่อมที่ไหน จัดส่งเคลมที่ไหน ส่งพัสดุไปไหน ที่อยู่โรงงาน ส่งของเคลม ส่งกล่องไปซ่อม ส่งกันล้มไปเคลม ที่อยู่ส่งซ่อมบำรุง ที่อยู่ส่งพัสดุ ส่งเคลมไปที่ไหน","- ที่อยู่ส่งเคลม/ซ่อมบำรุง: บริษัท พีพีที กรุ๊ป คอร์ปอเรชั่น จำกัด 21/106 ซอยลาดพร้าว 15 แขวงจอมพล เขตจตุจักร กรุงเทพฯ 10900 โทร 061-639-9994 / - แนะนำส่งพัสดุ (Kerry/Flash/ไปรษณีย์) / - เป็นออฟฟิศและศูนย์ซ่อมบำรุง ไม่มีหน้าร้าน ไม่รับ walk-in / - กรณีข้อบกพร่องจากผลิต บริษัทออกค่าส่ง / กรณีอุบัติเหตุ ลูกค้าออกค่าส่ง","guideline: แจ้งที่อยู่เต็ม + โทร + แนะนำส่งพัสดุ / ข้อห้าม: ห้ามแนะนำให้ลูกค้ามาด้วยตัวเอง / sample: ส่งสินค้าเคลมมาที่ บริษัท พีพีที กรุ๊ป คอร์ปอเรชั่น จำกัด 21/106 ซ.ลาดพร้าว 15 แขวงจอมพล เขตจตุจักร กทม 10900 ค่ะ โทร 061-639-9994 แนะนำส่งพัสดุนะคะ"
"ขนาดกล่อง มิติกล่อง กว้างยาวสูง กว้างเท่าไหร่ ขนาดกี่เซน ขนาดcm เซนติเมตร กว้างxยาวxสูง ขนาดกล่อง45L ขนาดกล่อง55L ขนาดกล่อง37L ขนาดกล่องหลัง ขนาดกล่องข้าง ปี๊บกว้างเท่าไหร่ ปี๊บใหญ่แค่ไหน มิติกล่องข้าง ขนาดsidebox ขนาดtopbox dimensions","- กล่อง 45L (ใบบน/หลัง): ขนาด 44x37x36 ซม. น้ำหนัก 6.5 กก. / - กล่อง 55L (ใบบน/หลัง): ขนาด 45x40x38 ซม. น้ำหนัก 7.9 กก. / - กล่องข้าง 37L (Side Case): ขนาด 24x50x40 ซม. น้ำหนัก 9.9 กก. (2 ใบรวม ใบละ ~5 กก.) / - กล่องข้าง 37L ใส่หมวกกันน็อคไม่ได้ (เล็กเกินไป)","guideline: ตอบมิติตาม cm + น้ำหนักตามรุ่น / sample: กล่อง 45L ขนาด 44x37x36 ซม. หนัก 6.5 กก. ส่วน 55L ขนาด 45x40x38 ซม. หนัก 7.9 กก. กล่องข้าง 37L ขนาด 24x50x40 ซม. หนัก 9.9 กก. (2 ใบรวมกัน) ค่ะ"
"การ์ดแฮนด์ สเปค handguard การ์ดแฮนด์รุ่นไหน การ์ดแฮนด์ขนาด การ์ดแฮนด์น้ำหนัก การ์ดแฮนด์รองรับรุ่นอะไร การ์ดแฮนด์ NX500 การ์ดแฮนด์ CB500X การ์ดแฮนด์ Versys การ์ดแฮนด์ XL750 handguard spec วัสดุการ์ดแฮนด์","- การ์ดแฮนด์ DINOCO มี 1 รุ่น น้ำหนัก 1.35 กก. ขนาด 19x29x12.5 ซม. ต่อข้าง / - รองรับรถ: Honda NX500, CB500X, Kawasaki Versys 650 / - สำหรับ Honda XL750 (Transalp) มีการ์ดแฮนด์รุ่นแยกต่างหาก (Exclusive BigWing) / - ไม่มีประกัน ไม่มีอะไหล่แยก จำหน่ายเป็นชุดเท่านั้น","guideline: แจ้งสเปค + รุ่นที่รองรับ + เน้นว่าไม่มีอะไหล่แยก / sample: การ์ดแฮนด์ DINOCO น้ำหนัก 1.35 กก. ขนาด 19x29x12.5 ซม. ต่อข้าง รองรับ NX500, CB500X และ Versys 650 ค่ะ สำหรับ XL750 มีรุ่นแยกต่างหากที่ BigWing ค่ะ"
"ซ่อมดัดฟรีค่าแรง ซ่อมหลังประกันหมด หมดประกันซ่อมได้ไหม ค่าซ่อมหลัง5ปี ค่าแรงซ่อม ค่าซ่อมบำรุง ประกันหมดแล้วทำไง หลังหมดประกัน ค่าซ่อมเท่าไหร่ ซ่อมนอกประกัน ค่าใช้จ่ายซ่อม ซ่อมมีค่าใช้จ่ายไหม","- ภายในประกัน 5 ปี: ซ่อมดัดฟรีค่าแรง ลูกค้าออกค่าส่ง / - หลังหมดประกัน 5 ปี: ยังซ่อมได้แต่มีค่าแรงและค่าอะไหล่ / - สีเงิน (Silver) ซ่อมดัดฟรีไม่มีค่าทำสี / สีดำ (Black/Triple Black) ซ่อมดัดฟรีแต่มีค่าทำสีเพิ่ม (เฉพาะค่าดัดไม่คิด) / - ชนหนักเกิน 50% โครงสร้างเสีย → ไม่รับซ่อม แต่แยกขายอะไหล่เป็นชิ้นให้ลูกค้า / - บริษัทมีอะไหล่รองรับสินค้าตลอดอายุการใช้งาน","guideline: แจ้งเงื่อนไขตามสถานะประกัน + แยกสีเงิน/ดำ / sample: ภายในประกัน 5 ปี ซ่อมดัดฟรีค่าแรงค่ะ สีเงินซ่อมฟรีทั้งหมด สีดำดัดฟรีแต่มีค่าทำสีเพิ่มนิดหน่อยค่ะ หลังหมดประกันยังซ่อมได้ค่ะ มีค่าแรงและอะไหล่ตามอาการจริงค่ะ"
"คืนสินค้า เปลี่ยนสินค้า คืนได้ไหม เปลี่ยนได้ไหม ซื้อผิดรุ่น ไม่ชอบคืนได้ไหม refund เงินคืน ขอเปลี่ยน ไม่ตรงรุ่น ส่งผิด ของผิด ขอคืนสินค้า return policy","- นโยบายคืน/เปลี่ยน: สามารถพูดคุยกันได้ค่ะ / - ปกติลูกค้าซื้อผ่านตัวแทนจำหน่าย ตัวแทนจะช่วยเช็ครุ่นให้ตรงก่อนขาย / - หากมีปัญหา ให้ติดต่อตัวแทนที่ซื้อเพื่อประสานงาน / - DINOCO ไม่ได้ขายปลีกตรง จึงไม่มีนโยบาย refund จากบริษัท","guideline: ตอบนุ่มนวล + แนะนำติดต่อตัวแทน / sample: กรณีต้องการเปลี่ยนสินค้า สามารถพูดคุยกับร้านตัวแทนที่ซื้อได้เลยค่ะ ปกติตัวแทนจะช่วยเช็ครุ่นให้ตรงก่อนขายอยู่แล้วค่ะ"
"วิธีชำระเงิน จ่ายเงินยังไง โอนเงิน PromptPay พร้อมเพย์ QR code จ่ายเงินช่องทางไหน โอนได้ไหม จ่ายตรง payment วิธีจ่ายเงิน โอนเงินซื้อสินค้า","- ชำระเงินผ่านตัวแทนจำหน่าย ทุกร้านรับโอนเงินและ PromptPay ได้ / - ผ่อน/รูดบัตรเครดิต ขึ้นอยู่กับเงื่อนไขของแต่ละร้าน สอบถามตัวแทนโดยตรง / - DINOCO ไม่ได้ขายปลีกตรง จึงไม่มีช่องทางชำระเงินจากบริษัท","guideline: แนะนำชำระผ่านตัวแทน + บอกว่าโอนได้ทุกร้าน / sample: ตัวแทนจำหน่ายทุกร้านรับโอนเงินและ PromptPay ได้ค่ะ ส่วนผ่อนหรือรูดบัตร ต้องสอบถามเงื่อนไขกับร้านตัวแทนที่จะซื้อนะคะ"
"ถาดรอง เบสเพลท ถาดกล่อง ถาดรองกล่อง ถาดสแตนเลส Quick Release ล็อคปลดไว ถาดรองรุ่นไหน ถาดรองใส่ได้ทุกรุ่นไหม baseplate plate ถาดเปล่า ถาดยึดกล่อง Grand Travel X Travel Pro ถาดเหล็ก ถาดสแตนเลส","- ถาดรอง (Baseplate) ปัจจุบันเป็นรุ่น Grand Travel ถาดสแตนเลส 304 แท้ มีระบบล็อคปลดไว Quick Release / - ใส่ได้ทุกรุ่นรถที่มีแร็คหลัง (Top Rack) ติดอยู่แล้ว ไม่ว่ายี่ห้อไหน / - รุ่นเก่า X Travel Pro ถาดเหล็ก (เลิกจำหน่ายแล้ว) / - ราคาจริงต้องเรียก tool dinoco_product_lookup","guideline: แจ้งว่าเป็น Grand Travel สแตนเลส + ใส่ได้ทุกรุ่น + เรียก tool เช็คราคา / sample: ถาดรองกล่อง DINOCO รุ่นปัจจุบัน Grand Travel เป็นสแตนเลส 304 แท้ มีระบบ Quick Release ล็อคปลดไวค่ะ ใส่ได้ทุกรุ่นรถที่มีแร็คหลังอยู่แล้วค่ะ"
"กระเป๋ากันน้ำ DRY BAG กระเป๋า EXTREME กระเป๋า EXPAND SIDE BOX กระเป๋าDINOCO กระเป๋าวางบนกล่อง กระเป๋าติดกันล้ม กระเป๋าวางบนปี๊บข้าง กระเป๋ามัดกล่อง กระเป๋ากันน้ำดิโนโก้ กระเป๋ากันฝน waterproof bag กระเป๋า40ลิตร กระเป๋า6ลิตร","- DINOCO WATERPROOF DRY BAG 40L: กระเป๋ากันน้ำ 100% ขนาดใหญ่ ไว้ติดบนกล่องหลังหรือวางบนเบาะ ขนาด 40L เหมาะสมที่สุด ไม่เกินออกกล่องด้านข้างมาก ไม่ควรใช้ขนาดใหญ่กว่านี้ / - DINOCO WATERPROOF EXTREME CRASHBAR BAGS 6L: กระเป๋ากันน้ำ 100% สำหรับติดแคชบาร์(กันล้ม)ทุกรุ่น ที่พอมีพื้นที่ให้ยึดเกาะ / - DINOCO EXPAND SIDE BOX TOP CASE BAGS: กระเป๋าวางบนกล่องข้าง(ปี๊บข้าง) เพิ่มพื้นที่จัดเก็บ กันละอองน้ำเบาๆ ได้ แต่ไม่ได้กันน้ำ 100% เหมาะสำหรับของที่ไม่ต้องการความกันน้ำสูง / - กระเป๋าทุกรุ่นไม่มีประกัน","guideline: แนะนำกระเป๋าตามการใช้งาน + เน้นว่า EXPAND SIDE BOX ไม่กันน้ำ 100% / sample: กระเป๋า DINOCO มี 3 รุ่นค่ะ DRY BAG 40L กันน้ำ 100% ติดบนกล่องหลัง, EXTREME 6L กันน้ำ 100% ติดแคชบาร์, และ EXPAND SIDE BOX วางบนกล่องข้างเพิ่มพื้นที่ กันละอองน้ำได้ค่ะ"
"NX500 DINOCO Edition ตัวแต่งออกศูนย์ NX500 Edition คืออะไร NX500 Edition มีอะไรบ้าง NX500 ตัวแต่ง BigWing Edition DINOCO Edition full set ออกศูนย์ DINOCO NX500 H2C Edition ต่างยังไง","- NX500 DINOCO Edition คือ NX500 ตัวแต่งออกศูนย์ Honda BigWing ที่มาพร้อม DINOCO Full Set: กันล้มสแตนเลส Grand Rally (บน+ล่าง) + แร็คสแตนเลส Grand Rally + กล่อง 45L Grand Travel Pro + การ์ดแฮนด์ Grand Rally / - NX500 Standard คือรถเปล่าไม่มีอุปกรณ์เสริม / - NX500 H2C Edition เป็นอีกรุ่นแต่งออกศูนย์ แต่ไม่สามารถใช้ร่วมกับสินค้า DINOCO ได้ / - NX500 รองรับทุกปีผลิต","guideline: อธิบาย DINOCO Edition vs Standard vs H2C ชัดเจน / ข้อห้าม: ห้ามแนะนำสินค้า DINOCO ให้ NX500 H2C Edition / sample: NX500 DINOCO Edition คือตัวแต่งออกศูนย์ BigWing ที่มาพร้อม DINOCO Full Set ทั้งกันล้ม แร็ค กล่อง 45L และการ์ดแฮนด์ค่ะ ส่วนรุ่น H2C Edition ใช้ร่วมกับ DINOCO ไม่ได้นะคะ"
"คู่มือติดตั้ง ADV350 คู่มือ Forza350 วิธีติด ADV350 วิธีติด Forza350 manual ADV manual Forza คู่มือadv คู่มือforza วิธีติดตั้งadv วิธีติดตั้งforza","- สำหรับ ADV350 และ Forza350 ขออภัยค่ะ ปัจจุบันยังไม่มีคู่มือติดตั้งออนไลน์ / - แนะนำให้ตัวแทนจำหน่ายติดตั้งให้ (ทุกร้านมีช่างผู้เชี่ยวชาญ) / - หรือโทรสอบถาม 061-639-9994 สำหรับคำแนะนำเพิ่มเติม / - คู่มือกล่อง 55L สามารถใช้คู่มือเดียวกับ 45L ได้ เพราะวิธีติดตั้งเหมือนกัน","guideline: ขอโทษที่ยังไม่มีคู่มือ + แนะนำให้ตัวแทนติดตั้ง / sample: ขออภัยค่ะ สำหรับ ADV350 และ Forza350 ปัจจุบันยังไม่มีคู่มือติดตั้งออนไลน์ค่ะ แนะนำให้ช่างที่ร้านตัวแทนติดตั้งให้ค่ะ หรือโทรสอบถาม 061-639-9994 ได้เลยนะคะ"
"ปัญหาหลังติดตั้ง เสียงดังหลังติด เสียงกรอบแกรบ กล่องขยับ สั่นหลังติด ติดแล้วมีปัญหา troubleshoot ติดไม่ลง ติดยาก เครื่องมือติดตั้ง เครื่องมืออะไร ใช้เวลาติดกี่ชม","- หากพบปัญหาหลังติดตั้ง (เสียงดัง สั่น กล่องขยับ) แนะนำให้ผู้เชี่ยวชาญตรวจสอบ / - โทรสอบถามทีมช่าง DINOCO ได้ที่ 061-639-9994 / - แนะนำให้ตัวแทนจำหน่ายที่มีช่างผู้เชี่ยวชาญเป็นผู้ติดตั้ง / - เครื่องมือและเวลาติดตั้งขึ้นอยู่กับรุ่นรถและประเภทสินค้า","guideline: แนะนำให้ผู้เชี่ยวชาญตรวจสอบ + โทร 061-639-9994 / sample: หากพบปัญหาหลังติดตั้ง แนะนำให้โทรสอบถามทีมช่าง DINOCO ที่ 061-639-9994 ได้เลยค่ะ หรือนำกลับไปให้ช่างที่ร้านตัวแทนตรวจสอบให้ค่ะ"
